729358,2018-10-01,00:00:01,Approve,€1192.86,55,Newtownabbey,54.65983,-5.90858,IE
1496646,2018-10-01,00:00:01,Approve,€943.26,94,Langenzenn,49.49463,10.7923,DE
959417,2018-10-01,00:00:01,Approve,€671.7,67,Thorngumbald,53.721,-0.17175,GB
959417,2018-10-01,00:00:01,Approve,€671.7,67,Thorngumbald,53.721,-0.17175,GB
959417,2018-10-01,00:00:01,Approve,€671.7,67,Thorngumbald,53.721,-0.17175,GB
959417,2018-10-01,00:00:01,Approve,€671.7,67,Thorngumbald,53.721,-0.17175,GB
959417,2018-10-01,00:00:01,Approve,€671.7,67,Thorngumbald,53.721,-0.17175,GB
959417,2018-10-01,00:00:01,Approve,€671.7,67,Thorngumbald,53.721,-0.17175,GB
959417,2018-10-01,00:00:01,Approve,€671.7,67,Thorngumbald,53.721,-0.17175,GB
959417,2018-10-01,00:00:01,Approve,€671.7,67,Thorngumbald,53.721,-0.17175,GB
959417,2018-10-01,00:00:01,Approve,€671.7,67,Thorngumbald,53.721,-0.17175,GB
1048358,2018-10-01,00:00:01,Approve,€372.31,71,Blackrock,53.96405,-6.36514,IE
1078743,2018-10-01,00:00:01,Approve,€336.9,73,Hohenkirchen,50.85,10.7,DE
455239,2018-10-01,00:00:01,Approve,€1116.44,41,Moate,53.55,-7.71667,IE
1159230,2018-10-01,00:00:01,Approve,£1017.66,77,Hoolt,45.53333,102.98333,MN
1048358,2018-10-01,00:00:01,Approve,€372.31,71,Blackrock,53.96405,-6.36514,IE
1078743,2018-10-01,00:00:01,Approve,€336.9,73,Hohenkirchen,50.85,10.7,DE
455239,2018-10-01,00:00:01,Approve,€1116.44,41,Moate,53.55,-7.71667,IE
1159230,2018-10-01,00:00:01,Approve,£1017.66,77,Hoolt,45.53333,102.98333,MN
1048358,2018-10-01,00:00:01,Approve,€372.31,71,Blackrock,53.96405,-6.36514,IE
1078743,2018-10-01,00:00:01,Approve,€336.9,73,Hohenkirchen,50.85,10.7,DE
455239,2018-10-01,00:00:01,Approve,€1116.44,41,Moate,53.55,-7.71667,IE
1159230,2018-10-01,00:00:01,Approve,£1017.66,77,Hoolt,45.53333,102.98333,MN
1048358,2018-10-01,00:00:01,Approve,€372.31,71,Blackrock,53.96405,-6.36514,IE
1078743,2018-10-01,00:00:01,Approve,€336.9,73,Hohenkirchen,50.85,10.7,DE
455239,2018-10-01,00:00:01,Approve,€1116.44,41,Moate,53.55,-7.71667,IE
1159230,2018-10-01,00:00:01,Approve,£1017.66,77,Hoolt,45.53333,102.98333,MN
1048358,2018-10-01,00:00:01,Approve,€372.31,71,Blackrock,53.96405,-6.36514,IE
1078743,2018-10-01,00:00:01,Approve,€336.9,73,Hohenkirchen,50.85,10.7,DE
455239,2018-10-01,00:00:01,Approve,€1116.44,41,Moate,53.55,-7.71667,IE
1159230,2018-10-01,00:00:01,Approve,£1017.66,77,Hoolt,45.53333,102.98333,MN
1048358,2018-10-01,00:00:01,Approve,€372.31,71,Blackrock,53.96405,-6.36514,IE
1078743,2018-10-01,00:00:01,Approve,€336.9,73,Hohenkirchen,50.85,10.7,DE
455239,2018-10-01,00:00:01,Approve,€1116.44,41,Moate,53.55,-7.71667,IE
1159230,2018-10-01,00:00:01,Approve,£1017.66,77,Hoolt,45.53333,102.98333,MN
1048358,2018-10-01,00:00:01,Approve,€372.31,71,Blackrock,53.96405,-6.36514,IE
1078743,2018-10-01,00:00:01,Approve,€336.9,73,Hohenkirchen,50.85,10.7,DE
455239,2018-10-01,00:00:01,Approve,€1116.44,41,Moate,53.55,-7.71667,IE
1159230,2018-10-01,00:00:01,Approve,£1017.66,77,Hoolt,45.53333,102.98333,MN
1048358,2018-10-01,00:00:01,Approve,€372.31,71,Blackrock,53.96405,-6.36514,IE
1078743,2018-10-01,00:00:01,Approve,€336.9,73,Hohenkirchen,50.85,10.7,DE
455239,2018-10-01,00:00:01,Approve,€1116.44,41,Moate,53.55,-7.71667,IE
1159230,2018-10-01,00:00:01,Approve,£1017.66,77,Hoolt,45.53333,102.98333,MN
1048358,2018-10-01,00:00:01,Approve,€372.31,71,Blackrock,53.96405,-6.36514,IE
1078743,2018-10-01,00:00:01,Approve,€336.9,73,Hohenkirchen,50.85,10.7,DE
455239,2018-10-01,00:00:01,Approve,€1116.44,41,Moate,53.55,-7.71667,IE
1159230,2018-10-01,00:00:01,Approve,£1017.66,77,Hoolt,45.53333,102.98333,MN
665952,2018-10-01,00:00:01,Approve,£521.18,52,Valleymount,53.10389,-6.55361,IE
959417,2018-10-01,00:00:01,Approve,€671.7,67,Thorngumbald,53.721,-0.17175,GB
1048358,2018-10-01,00:00:01,Approve,€372.31,71,Blackrock,53.96405,-6.36514,IE
1078743,2018-10-01,00:00:01,Approve,€336.9,73,Hohenkirchen,50.85,10.7,DE
455239,2018-10-01,00:00:01,Approve,€1116.44,41,Moate,53.55,-7.71667,IE
1159230,2018-10-01,00:00:01,Approve,£1017.66,77,Hoolt,45.53333,102.98333,MN
807551,2018-10-01,00:00:01,Approve,£1205.94,59,Kilfinnane,52.35914,-8.4684,IE
1307049,2018-10-01,00:00:01,Decline,£1242.36,85,Llanharan,51.53805,-3.43906,GB
537949,2018-10-01,00:00:01,Approve,£152.61,45,Castleconnell,52.71389,-8.49944,IE
172702,2018-10-01,00:00:01,Approve,€1413.71,26,Rifferswil,47.24372,8.49692,CH
1438860,2018-10-01,00:00:02,Approve,€428.65,91,Maghera,54.8439,-6.67145,IE
480630,2018-10-01,00:00:02,Decline,€1299.33,42,Carpenis,45.22657,24.51223,RO
